id_str,from_user,text,created_at,time,geo_coordinates,user_lang,in_reply_to_user_id_str,in_reply_to_screen_name,from_user_id_str,in_reply_to_status_id_str,source,profile_image_url,user_followers_count,user_friends_count,user_location,status_url,entities_str 
7.90046E+17,calibre_300,The latest calibre300! https://t.co/hTDLf12Y8p #smashedavo #maxusglobalexchange,Sun Oct 23 04:24:45 +0000 2016,23/10/16 5:24,,en,,,1090413140,,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",http://pbs.twimg.com/profile_images/518998205862641664/ajnr813-_normal.jpeg,357,966,"Based in Melbourne, Australia",http://twitter.com/calibre_300/statuses/790046275832049664,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[47,58]},{""text"":""maxusglobalexchange"",""indices"":[59,79]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/hTDLf12Y8p"",""expanded_url"":""http://paper.li/calibre_300/1361309013?edition_id=9f6800d0-98d8-11e6-b7a6-0cc47a0d1605"",""display_url"":""paper.li/calibre_300/13…"",""indices"":[23,46]}]}"
7.90038E+17,mickdundee48,RT @toninicho: Lol. Kids have no chance. #smashedavo #yum https://t.co/BMikg6TKLF,Sun Oct 23 03:50:19 +0000 2016,23/10/16 4:50,,en,,,533022197,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/446423758845136896/4TUgLYkv_normal.jpeg,1635,1492,"Sydney, NSW",http://twitter.com/mickdundee48/statuses/790037611129610241,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[41,52]},{""text"":""yum"",""indices"":[53,57]}],""symbols"":[],""user_mentions"":[{""screen_name"":""toninicho"",""name"":""Miss Dee Votes"",""id"":554060122,""id_str"":""554060122"",""indices"":[3,13]}],""urls"":[],""media"":[{""id"":790036040811544600,""id_str"":""790036040811544577"",""indices"":[58,81],""media_url"":""http://pbs.twimg.com/media/CvbFl-RUAAEvEVx.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvbFl-RUAAEvEVx.jpg"",""url"":""https://t.co/BMikg6TKLF"",""display_url"":""pic.twitter.com/BMikg6TKLF"",""expanded_url"":""https://twitter.com/toninicho/status/790036054866747392/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":510,""h"":680,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":900,""h"":1200,""resize"":""fit""},""large"":{""w"":1536,""h"":2048,""resize"":""fit""}},""source_status_id"":790036054866747400,""source_status_id_str"":""790036054866747392"",""source_user_id"":554060122,""source_user_id_str"":""554060122""}]}"
7.90037E+17,SkeggsGoldstien,The latest SGA Daily Digest! https://t.co/VCX8HsEjFw Thanks to @AMP_AU #smashedavo #super,Sun Oct 23 03:48:56 +0000 2016,23/10/16 4:48,,en,,,493625225,,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",http://pbs.twimg.com/profile_images/1863525532/twitter_logo_normal.jpg,233,148,"Bella Vista, NSW, Australia",http://twitter.com/SkeggsGoldstien/statuses/790037262100750336,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[71,82]},{""text"":""super"",""indices"":[83,89]}],""symbols"":[],""user_mentions"":[{""screen_name"":""AMP_AU"",""name"":""AMP"",""id"":219503405,""id_str"":""219503405"",""indices"":[63,70]}],""urls"":[{""url"":""https://t.co/VCX8HsEjFw"",""expanded_url"":""http://paper.li/SkeggsGoldstien/1371188871?edition_id=9da1b200-98d3-11e6-9bbc-0cc47a0d15fd"",""display_url"":""paper.li/SkeggsGoldstie…"",""indices"":[29,52]}]}"
7.90036E+17,toninicho,Lol. Kids have no chance. #smashedavo #yum https://t.co/BMikg6TKLF,Sun Oct 23 03:44:08 +0000 2016,23/10/16 4:44,,en,,,554060122,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/777047889348395008/SItiTWjI_normal.jpg,4277,2827,,http://twitter.com/toninicho/statuses/790036054866747392,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[26,37]},{""text"":""yum"",""indices"":[38,42]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":790036040811544600,""id_str"":""790036040811544577"",""indices"":[43,66],""media_url"":""http://pbs.twimg.com/media/CvbFl-RUAAEvEVx.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvbFl-RUAAEvEVx.jpg"",""url"":""https://t.co/BMikg6TKLF"",""display_url"":""pic.twitter.com/BMikg6TKLF"",""expanded_url"":""https://twitter.com/toninicho/status/790036054866747392/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":510,""h"":680,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":900,""h"":1200,""resize"":""fit""},""large"":{""w"":1536,""h"":2048,""resize"":""fit""}}}]}"
7.90031E+17,beeawwb,Thanks to #UberEats I can finally start saving for that house I've always wanted. #smashedavo #cheapasfree https://t.co/19DxUAmISv,Sun Oct 23 03:23:01 +0000 2016,23/10/16 4:23,,en,,,341509089,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/788700306070614016/-ZkhMguR_normal.jpg,138,335,"Brisbane, Australia",http://twitter.com/beeawwb/statuses/790030741698523136,"{""hashtags"":[{""text"":""UberEats"",""indices"":[10,19]},{""text"":""smashedavo"",""indices"":[82,93]},{""text"":""cheapasfree"",""indices"":[94,106]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":790030728910078000,""id_str"":""790030728910077952"",""indices"":[107,130],""media_url"":""http://pbs.twimg.com/media/CvbAwx5UAAAAaUH.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvbAwx5UAAAAaUH.jpg"",""url"":""https://t.co/19DxUAmISv"",""display_url"":""pic.twitter.com/19DxUAmISv"",""expanded_url"":""https://twitter.com/beeawwb/status/790030741698523136/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":900,""h"":1200,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1536,""h"":2048,""resize"":""fit""},""small"":{""w"":510,""h"":680,""resize"":""fit""}}}]}"
7.90029E+17,PolemiCol,Thanks #UberEats for #SmashedAvo in the park @ Kings Park Botanical Cafe https://t.co/L72EOELdCo,Sun Oct 23 03:16:49 +0000 2016,23/10/16 4:16,"loc: -31.95992455,115.84361168",en,,,17386686,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",http://pbs.twimg.com/profile_images/764409211468021761/1iugN8El_normal.jpg,1473,922,"Perth, Western Australia",http://twitter.com/PolemiCol/statuses/790029182436831236,"{""hashtags"":[{""text"":""UberEats"",""indices"":[7,16]},{""text"":""SmashedAvo"",""indices"":[21,32]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/L72EOELdCo"",""expanded_url"":""https://www.instagram.com/p/BL49ibNFqgf/"",""display_url"":""instagram.com/p/BL49ibNFqgf/"",""indices"":[73,96]}]}"
7.90029E+17,ChamberlinChris,Doing the 'responsible' thing – ordered a brunch dish with beef instead of #smashedavo __________ #food #investing… https://t.co/Jvqla2oIA7,Sun Oct 23 03:16:06 +0000 2016,23/10/16 4:16,,en,,,709118592,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/703046282672115713/D0ss7NVn_normal.jpg,1156,387,"Brisbane, Australia",http://twitter.com/ChamberlinChris/statuses/790028998965272576,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[75,86]},{""text"":""food"",""indices"":[93,98]},{""text"":""investing"",""indices"":[99,109]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/Jvqla2oIA7"",""expanded_url"":""https://twitter.com/i/web/status/790028998965272576"",""display_url"":""twitter.com/i/web/status/7…"",""indices"":[111,134]}]}"
7.90028E+17,BernardSalt,"@KellyAlspals November is tied up with #asparagus, #cantaloupe and #pineapple. Can squeeze in #wheat just prior to #iChristmas #smashedavo",Sun Oct 23 03:11:56 +0000 2016,23/10/16 4:11,,en,2887713523,KellyAlspals,21810928,7.90024E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/688077057767518208/T_seSqLa_normal.jpg,27456,20339,Melbourne,http://twitter.com/BernardSalt/statuses/790027950267641856,"{""hashtags"":[{""text"":""asparagus"",""indices"":[39,49]},{""text"":""cantaloupe"",""indices"":[51,62]},{""text"":""pineapple"",""indices"":[67,77]},{""text"":""wheat"",""indices"":[95,101]},{""text"":""iChristmas"",""indices"":[116,127]},{""text"":""smashedavo"",""indices"":[128,139]}],""symbols"":[],""user_mentions"":[{""screen_name"":""KellyAlspals"",""name"":""chris kelly"",""id"":2887713523,""id_str"":""2887713523"",""indices"":[0,13]}],""urls"":[]}"
7.90027E+17,kaaznguyen,get ur free #SmashedAvo today!! literally a few hours left,Sun Oct 23 03:09:35 +0000 2016,23/10/16 4:09,,en,,,859923812,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/762656309258792960/fNm2rX-V_normal.jpg,298,260,,http://twitter.com/kaaznguyen/statuses/790027362574344192,"{""hashtags"":[{""text"":""SmashedAvo"",""indices"":[12,23]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
7.90027E+17,TooheyMatthew,"@BernardSalt ""Gretchen, stop trying to make #smashedavo happen."" #MeanGirls",Sun Oct 23 03:06:42 +0000 2016,23/10/16 4:06,,en,21810928,BernardSalt,2579554963,7.90019E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/480153183331684352/D1Unwo0N_normal.jpeg,93,457,,http://twitter.com/TooheyMatthew/statuses/790026633541332993,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[44,55]},{""text"":""MeanGirls"",""indices"":[65,75]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BernardSalt"",""name"":""Bernard Salt"",""id"":21810928,""id_str"":""21810928"",""indices"":[0,12]}],""urls"":[]}"
7.90026E+17,mOrganicsKim,RT @BernardSalt: I am getting unconfirmed reports that Hong Kong media today has fallen to the allure of the avocado. #smashedavo,Sun Oct 23 03:05:24 +0000 2016,23/10/16 4:05,,en,,,573400923,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/2221910387/image_normal.jpg,629,1243,Australia,http://twitter.com/mOrganicsKim/statuses/790026308562452480,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[119,130]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BernardSalt"",""name"":""Bernard Salt"",""id"":21810928,""id_str"":""21810928"",""indices"":[3,15]}],""urls"":[]}"
7.90025E+17,backyardharvest,RT @GregFoyster: Saving for a house deposit. #auspol #smashedavo #BernardBudget https://t.co/dmAAW3sSCe,Sun Oct 23 03:00:16 +0000 2016,23/10/16 4:00,,en,,,573608838,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/738528079664939008/1cEmSfQg_normal.jpg,332,438,"Geelong, Victoria",http://twitter.com/backyardharvest/statuses/790025016163217408,"{""hashtags"":[{""text"":""auspol"",""indices"":[45,52]},{""text"":""smashedavo"",""indices"":[53,64]},{""text"":""BernardBudget"",""indices"":[65,79]}],""symbols"":[],""user_mentions"":[{""screen_name"":""GregFoyster"",""name"":""Greg Foyster"",""id"":138997944,""id_str"":""138997944"",""indices"":[3,15]}],""urls"":[],""media"":[{""id"":790010947549093900,""id_str"":""790010947549093888"",""indices"":[80,103],""media_url"":""http://pbs.twimg.com/media/CvauxWlVYAAyY8d.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvauxWlVYAAyY8d.jpg"",""url"":""https://t.co/dmAAW3sSCe"",""display_url"":""pic.twitter.com/dmAAW3sSCe"",""expanded_url"":""https://twitter.com/GregFoyster/status/790010991123714048/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":1200,""h"":900,""resize"":""fit""},""small"":{""w"":680,""h"":510,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":2048,""h"":1536,""resize"":""fit""}},""source_status_id"":790010991123714000,""source_status_id_str"":""790010991123714048"",""source_user_id"":138997944,""source_user_id_str"":""138997944""}]}"
7.90025E+17,kaz747,Baby boomer brunch at home. It's not #SmashedAvo &amp; it didn't cost $22 but it's yummy &amp; the view is great ____ ping… https://t.co/KaBtEbCIms,Sun Oct 23 02:59:18 +0000 2016,23/10/16 3:59,,en,,,15750814,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1220955060/Profile_greece_normal.png,6081,5385,Perth WA,http://twitter.com/kaz747/statuses/790024774642569216,"{""hashtags"":[{""text"":""SmashedAvo"",""indices"":[37,48]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/KaBtEbCIms"",""expanded_url"":""https://twitter.com/i/web/status/790024774642569216"",""display_url"":""twitter.com/i/web/status/7…"",""indices"":[122,145]}]}"
7.90023E+17,Salthorse,"RT @WittaTwitta: Hold the #smashedavo, I'll just have the #tendrils... https://t.co/0KZPDxeItw",Sun Oct 23 02:53:10 +0000 2016,23/10/16 3:53,,en,,,17864192,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/378800000565687536/f10b5554f6b192a794e17d50a3fd7063_normal.jpeg,991,2016,now Canberra Australia,http://twitter.com/Salthorse/statuses/790023228026556416,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[26,37]},{""text"":""tendrils"",""indices"":[58,67]}],""symbols"":[],""user_mentions"":[{""screen_name"":""WittaTwitta"",""name"":""Rory"",""id"":93949528,""id_str"":""93949528"",""indices"":[3,15]}],""urls"":[{""url"":""https://t.co/0KZPDxeItw"",""expanded_url"":""https://twitter.com/Salthorse/status/790016987841695744"",""display_url"":""twitter.com/Salthorse/stat…"",""indices"":[71,94]}]}"
7.90022E+17,WittaTwitta,"Hold the #smashedavo, I'll just have the #tendrils... https://t.co/0KZPDxeItw",Sun Oct 23 02:47:58 +0000 2016,23/10/16 3:47,,en,,,93949528,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/786874974795468800/3jdKTtKn_normal.jpg,3213,4998,"Sunshine Coast, Queensland. OZ",http://twitter.com/WittaTwitta/statuses/790021921882505216,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[9,20]},{""text"":""tendrils"",""indices"":[41,50]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/0KZPDxeItw"",""expanded_url"":""https://twitter.com/Salthorse/status/790016987841695744"",""display_url"":""twitter.com/Salthorse/stat…"",""indices"":[54,77]}]}"
7.90021E+17,ganachechocolat,Our brunch sliders won't break the bank at just $6 each. Available all weekend at our new look Sth Yarra store… https://t.co/pDZae4NXgW,Sun Oct 23 02:42:34 +0000 2016,23/10/16 3:42,,en,,,164505388,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://pbs.twimg.com/profile_images/440978219085217792/ADYe8Z8m_normal.jpeg,1587,1381,"Melbourne, 2 locations",http://twitter.com/ganachechocolat/statuses/790020559924891648,"{""hashtags"":[],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/pDZae4NXgW"",""expanded_url"":""https://twitter.com/i/web/status/790020559924891648"",""display_url"":""twitter.com/i/web/status/7…"",""indices"":[112,135]}]}"
7.90019E+17,BernardSalt,I will not rest until the #Aussie #Avocado has taken #Uruguay #media space. #Montevideo you are five grain #toast #smashedavo,Sun Oct 23 02:37:14 +0000 2016,23/10/16 3:37,,en,,,21810928,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/688077057767518208/T_seSqLa_normal.jpg,27456,20339,Melbourne,http://twitter.com/BernardSalt/statuses/790019221803511808,"{""hashtags"":[{""text"":""Aussie"",""indices"":[26,33]},{""text"":""Avocado"",""indices"":[34,42]},{""text"":""Uruguay"",""indices"":[53,61]},{""text"":""media"",""indices"":[62,68]},{""text"":""Montevideo"",""indices"":[77,88]},{""text"":""toast"",""indices"":[108,114]},{""text"":""smashedavo"",""indices"":[115,126]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
7.90018E+17,BernardSalt,I am getting unconfirmed reports that Hong Kong media today has fallen to the allure of the avocado. #smashedavo,Sun Oct 23 02:32:54 +0000 2016,23/10/16 3:32,,en,,,21810928,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/688077057767518208/T_seSqLa_normal.jpg,27456,20339,Melbourne,http://twitter.com/BernardSalt/statuses/790018130403733504,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[102,113]}],""symbols"":[],""user_mentions"":[],""urls"":[]}"
7.90017E+17,BUSINESSricardo,"Hipsters, order crushed avo instead of #smashedavo. It's cheaper. You can have your avo and your house… https://t.co/DHucKJ5X4t",Sun Oct 23 02:28:39 +0000 2016,23/10/16 3:28,,en,,,162977306,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/775153694039957504/U09L0lCV_normal.jpg,6019,2074,Sydney,http://twitter.com/BUSINESSricardo/statuses/790017058129846272,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[39,50]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/DHucKJ5X4t"",""expanded_url"":""https://twitter.com/i/web/status/790017058129846272"",""display_url"":""twitter.com/i/web/status/7…"",""indices"":[104,127]}]}"
7.90017E+17,flavourlogic,#smashedavo does it's bit for the hip pocket https://t.co/NltKnSTlop,Sun Oct 23 02:27:44 +0000 2016,23/10/16 3:27,,en,,,503986924,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/378800000677797379/f26367d5ff4fc4f9cd68e4edf90f96d2_normal.jpeg,329,485,Adelaide,http://twitter.com/flavourlogic/statuses/790016829192151040,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[0,11]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/NltKnSTlop"",""expanded_url"":""https://twitter.com/broadsheet_adel/status/788600795352694784"",""display_url"":""twitter.com/broadsheet_ade…"",""indices"":[45,68]}]}"
7.90012E+17,PokeBonnie,"Just quietly, @BarNine are pretty great xo#UberEATS #smashedavo https://t.co/8sNxcQShYo",Sun Oct 23 02:08:54 +0000 2016,23/10/16 3:08,,en,,,4914560388,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",http://pbs.twimg.com/profile_images/735265939554340864/WDlUM0lA_normal.jpg,264,437,"Adelaide, South Australia",http://twitter.com/PokeBonnie/statuses/790012090450796544,"{""hashtags"":[{""text"":""UberEATS"",""indices"":[44,53]},{""text"":""smashedavo"",""indices"":[54,65]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BarNine"",""name"":""Bar 9"",""id"":17145368,""id_str"":""17145368"",""indices"":[14,22]}],""urls"":[{""url"":""https://t.co/8sNxcQShYo"",""expanded_url"":""https://www.instagram.com/p/BL41xHbh6FgT9EgF5j-bunUQIDA712RqgwMP400/"",""display_url"":""instagram.com/p/BL41xHbh6FgT…"",""indices"":[66,89]}]}"
7.90011E+17,GregFoyster,Saving for a house deposit. #auspol #smashedavo #BernardBudget https://t.co/dmAAW3sSCe,Sun Oct 23 02:04:32 +0000 2016,23/10/16 3:04,,en,,,138997944,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/378800000459246574/b0628effe4093cd9e2917dc8bae3e9de_normal.jpeg,935,1086,Australia,http://twitter.com/GregFoyster/statuses/790010991123714048,"{""hashtags"":[{""text"":""auspol"",""indices"":[28,35]},{""text"":""smashedavo"",""indices"":[36,47]},{""text"":""BernardBudget"",""indices"":[48,62]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":790010947549093900,""id_str"":""790010947549093888"",""indices"":[63,86],""media_url"":""http://pbs.twimg.com/media/CvauxWlVYAAyY8d.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvauxWlVYAAyY8d.jpg"",""url"":""https://t.co/dmAAW3sSCe"",""display_url"":""pic.twitter.com/dmAAW3sSCe"",""expanded_url"":""https://twitter.com/GregFoyster/status/790010991123714048/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":1200,""h"":900,""resize"":""fit""},""small"":{""w"":680,""h"":510,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":2048,""h"":1536,""resize"":""fit""}}}]}"
7.90001E+17,lukegillmer,There goes my future #smashedavo https://t.co/yIgBzZgj2m,Sun Oct 23 01:23:17 +0000 2016,23/10/16 2:23,,en,,,202378990,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/3632938904/8f7a0ffa87213e4f59efd6015b30f42f_normal.jpeg,462,129,Bathurst AUSTRALIA,http://twitter.com/lukegillmer/statuses/790000611437621248,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[21,32]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":790000599022473200,""id_str"":""790000599022473217"",""indices"":[33,56],""media_url"":""http://pbs.twimg.com/media/CvalW_UUkAEqJTC.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvalW_UUkAEqJTC.jpg"",""url"":""https://t.co/yIgBzZgj2m"",""display_url"":""pic.twitter.com/yIgBzZgj2m"",""expanded_url"":""https://twitter.com/lukegillmer/status/790000611437621248/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":1536,""h"":2048,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":510,""h"":680,""resize"":""fit""},""medium"":{""w"":900,""h"":1200,""resize"":""fit""}}}]}"
7.89994E+17,kathrynhallRE,RT @BernardSalt: Australia's #smashedavo phenomenon will not subside. It lives. It breathes. It's growing! Sighting today in a German n…,Sun Oct 23 00:57:17 +0000 2016,23/10/16 1:57,,en,,,106860417,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/744753150297464832/yUPpv2v3_normal.jpg,382,74,"Sydney, Australia",http://twitter.com/kathrynhallRE/statuses/789994065060167680,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[29,40]}],""symbols"":[],""user_mentions"":[{""screen_name"":""BernardSalt"",""name"":""Bernard Salt"",""id"":21810928,""id_str"":""21810928"",""indices"":[3,15]}],""urls"":[]}"
7.89992E+17,NoHeDaily,Doing my bit for the #smashedavo discussion jerryjoycafe #firstvisit #Thornbury #northside #NoHe… https://t.co/LzzxJZNrCZ,Sun Oct 23 00:48:14 +0000 2016,23/10/16 1:48,"loc: -37.75748,145.00978",en,,,138196049,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",http://pbs.twimg.com/profile_images/709524725601406976/Olev6-vx_normal.jpg,1257,1844,Melbourne Australia,http://twitter.com/NoHeDaily/statuses/789991790719934464,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[21,32]},{""text"":""firstvisit"",""indices"":[57,68]},{""text"":""Thornbury"",""indices"":[69,79]},{""text"":""northside"",""indices"":[80,90]},{""text"":""NoHe"",""indices"":[91,96]}],""symbols"":[],""user_mentions"":[],""urls"":[{""url"":""https://t.co/LzzxJZNrCZ"",""expanded_url"":""https://www.instagram.com/p/BL4siW_D_CG/"",""display_url"":""instagram.com/p/BL4siW_D_CG/"",""indices"":[98,121]}]}"
7.8999E+17,emojiquestions,RT @_michaelcase_: Also why is there no avocado #emoji ?? #avocadomad #smashedavo,Sun Oct 23 00:39:30 +0000 2016,23/10/16 1:39,,en,,,3196307500,,"<a href=""http://twitter.com/emojiquestions"" rel=""nofollow"">EmojiQuestions</a>",http://pbs.twimg.com/profile_images/741248503222050816/aPtrDpt7_normal.jpg,77,15,,http://twitter.com/emojiquestions/statuses/789989589851123713,"{""hashtags"":[{""text"":""emoji"",""indices"":[48,54]},{""text"":""avocadomad"",""indices"":[58,69]},{""text"":""smashedavo"",""indices"":[70,81]}],""symbols"":[],""user_mentions"":[{""screen_name"":""_michaelcase_"",""name"":""Michael Case"",""id"":1424522886,""id_str"":""1424522886"",""indices"":[3,17]}],""urls"":[]}"
7.89988E+17,bigovens,#smashedavo #bernardsalt https://t.co/T7PkHtT9NV,Sun Oct 23 00:32:38 +0000 2016,23/10/16 1:32,,en,,,317816098,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/737984681170243584/Bn8rk8xJ_normal.jpg,30,21,Margaret River,http://twitter.com/bigovens/statuses/789987864876490752,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[0,11]},{""text"":""bernardsalt"",""indices"":[12,24]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":789987813156458500,""id_str"":""789987813156458496"",""indices"":[25,48],""media_url"":""http://pbs.twimg.com/media/CvaZuwQUEAAEELo.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvaZuwQUEAAEELo.jpg"",""url"":""https://t.co/T7PkHtT9NV"",""display_url"":""pic.twitter.com/T7PkHtT9NV"",""expanded_url"":""https://twitter.com/bigovens/status/789987864876490752/photo/1"",""type"":""photo"",""sizes"":{""medium"":{""w"":900,""h"":1200,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":1536,""h"":2048,""resize"":""fit""},""small"":{""w"":510,""h"":680,""resize"":""fit""}}}]}"
7.89988E+17,LuciaOC_,If I stick to DIY #smashedavo will I be able to afford a house? https://t.co/mPgKgMLLHg,Sun Oct 23 00:32:21 +0000 2016,23/10/16 1:32,,en,,,1493929423,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/785099502386491393/XEk9MF2P_normal.jpg,598,948,Sydney,http://twitter.com/LuciaOC_/statuses/789987793241989120,"{""hashtags"":[{""text"":""smashedavo"",""indices"":[18,29]}],""symbols"":[],""user_mentions"":[],""urls"":[],""media"":[{""id"":789987770026516500,""id_str"":""789987770026516480"",""indices"":[64,87],""media_url"":""http://pbs.twimg.com/media/CvaZsPlVYAAtojn.jpg"",""media_url_https"":""https://pbs.twimg.com/media/CvaZsPlVYAAtojn.jpg"",""url"":""https://t.co/mPgKgMLLHg"",""display_url"":""pic.twitter.com/mPgKgMLLHg"",""expanded_url"":""https://twitter.com/LuciaOC_/status/789987793241989120/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":2048,""h"":1536,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":680,""h"":510,""resize"":""fit""},""medium"":{""w"":1200,""h"":900,""resize"":""fit""}}}]}"
